,question,director,main_entity,image_url
2954,Name a movie directed by this director?,William Dear,this director,./A photo of William Dear
2955,Name a movie directed by this director?,Clay Kaytis,this director,./A photo of Clay Kaytis
2956,Name a movie directed by this director?,Fritz Kiersch,this director,./A photo of Fritz Kiersch
2957,Name a movie directed by this director?,Hans Kyser,this director,./A photo of Hans Kyser
2958,Name a movie directed by this director?,Jonas Elmer,this director,./A photo of Jonas Elmer
2959,Name a movie directed by this director?,William Sterling,this director,./A photo of William Sterling
2960,Name a movie directed by this director?,Peter Chan,this director,./A photo of Peter Chan
2961,Name a movie directed by this director?,Simón Brand,this director,./A photo of Simón Brand
2962,Name a movie directed by this director?,Ol Parker,this director,./A photo of Ol Parker
2963,Name a movie directed by this director?,Eric Schaeffer,this director,./A photo of Eric Schaeffer
2964,Name a movie directed by this director?,Jafar Panahi,this director,./A photo of Jafar Panahi
2965,Name a movie directed by this director?,Barry Sonnenfeld,this director,./A photo of Barry Sonnenfeld
2966,Name a movie directed by this director?,John Moore,this director,./A photo of John Moore
2967,Name a movie directed by this director?,Fred Zinnemann,this director,./A photo of Fred Zinnemann
2968,Name a movie directed by this director?,George Armitage,this director,./A photo of George Armitage
2969,Name a movie directed by this director?,Peter Billingsley,this director,./A photo of Peter Billingsley
2970,Name a movie directed by this director?,Hattie Dalton,this director,./A photo of Hattie Dalton
2971,Name a movie directed by this director?,Leslie Stevens,this director,./A photo of Leslie Stevens
2972,Name a movie directed by this director?,Michael Caton-Jones,this director,./A photo of Michael Caton-Jones
2973,Name a movie directed by this director?,Muzaffar Ali,this director,./A photo of Muzaffar Ali
2974,Name a movie directed by this director?,Greg Coolidge,this director,./A photo of Greg Coolidge
2975,Name a movie directed by this director?,William Augustus Wellman,this director,./A photo of William Augustus Wellman
2976,Name a movie directed by this director?,Jack Bender,this director,./A photo of Jack Bender
2977,Name a movie directed by this director?,Joselito Altarejos,this director,./A photo of Joselito Altarejos
2978,Name a movie directed by this director?,Trevor Wall,this director,./A photo of Trevor Wall
2979,Name a movie directed by this director?,Farhan Akhtar,this director,./A photo of Farhan Akhtar
2980,Name a movie directed by this director?,Mike Gunther,this director,./A photo of Mike Gunther
2981,Name a movie directed by this director?,Ti West,this director,./A photo of Ti West
2982,Name a movie directed by this director?,Scott Beck,this director,./A photo of Scott Beck
2983,Name a movie directed by this director?,Georgi Vasilyev,this director,./A photo of Georgi Vasilyev
2984,Name a movie directed by this director?,Errol Morris,this director,./A photo of Errol Morris
2985,Name a movie directed by this director?,Zübeyr Şaşmaz,this director,./A photo of Zübeyr Şaşmaz
2986,Name a movie directed by this director?,Alec Berg,this director,./A photo of Alec Berg
2987,Name a movie directed by this director?,Gregor Jordan,this director,./A photo of Gregor Jordan
2988,Name a movie directed by this director?,Bud Yorkin,this director,./A photo of Bud Yorkin
2989,Name a movie directed by this director?,Manuel Huerga,this director,./A photo of Manuel Huerga
2990,Name a movie directed by this director?,Brenda Chapman,this director,./A photo of Brenda Chapman
2991,Name a movie directed by this director?,Scott Waugh,this director,./A photo of Scott Waugh
2992,Name a movie directed by this director?,Madhur Bhandarkar,this director,./A photo of Madhur Bhandarkar
2993,Name a movie directed by this director?,Tony Cinciripini,this director,./A photo of Tony Cinciripini
2994,Name a movie directed by this director?,Adam Wingard,this director,./A photo of Adam Wingard
2995,Name a movie directed by this director?,Ian Samuels,this director,./A photo of Ian Samuels
2996,Name a movie directed by this director?,Bob Logan,this director,./A photo of Bob Logan
2997,Name a movie directed by this director?,Ronit Elkabetz,this director,./A photo of Ronit Elkabetz
2998,Name a movie directed by this director?,Jessie Nelson,this director,./A photo of Jessie Nelson
2999,Name a movie directed by this director?,S. S. Rajamouli,this director,./A photo of S. S. Rajamouli
3000,Name a movie directed by this director?,Orlando von Einsiedel,this director,./A photo of Orlando von Einsiedel
3001,Name a movie directed by this director?,Perry Lang,this director,./A photo of Perry Lang
3002,Name a movie directed by this director?,Tony Giglio,this director,./A photo of Tony Giglio
3003,Name a movie directed by this director?,Daniel Mann,this director,./A photo of Daniel Mann
3004,Name a movie directed by this director?,Karl Malden,this director,./A photo of Karl Malden
3005,Name a movie directed by this director?,Neil Armfield,this director,./A photo of Neil Armfield
3006,Name a movie directed by this director?,Larry Cohen,this director,./A photo of Larry Cohen
3007,Name a movie directed by this director?,Marcos Siega,this director,./A photo of Marcos Siega
3008,Name a movie directed by this director?,Charles Huguenot van der Linden,this director,./A photo of Charles Huguenot van der Linden
3009,Name a movie directed by this director?,Danny DeVito,this director,./A photo of Danny DeVito
3010,Name a movie directed by this director?,Edward Buzzell,this director,./A photo of Edward Buzzell
3011,Name a movie directed by this director?,Derek Cianfrance,this director,./A photo of Derek Cianfrance
3012,Name a movie directed by this director?,Kevin Greutert,this director,./A photo of Kevin Greutert
3013,Name a movie directed by this director?,Paul Fejos,this director,./A photo of Paul Fejos
3014,Name a movie directed by this director?,Martin McDonagh,this director,./A photo of Martin McDonagh
3015,Name a movie directed by this director?,Jean-Marc Vallée,this director,./A photo of Jean-Marc Vallée
3016,Name a movie directed by this director?,Marek Piestrak,this director,./A photo of Marek Piestrak
3017,Name a movie directed by this director?,Jackie Chan,this director,./A photo of Jackie Chan
3018,Name a movie directed by this director?,Rodrigo García,this director,./A photo of Rodrigo García
3019,Name a movie directed by this director?,Jennifer Kent,this director,./A photo of Jennifer Kent
3020,Name a movie directed by this director?,Uwe Boll,this director,./A photo of Uwe Boll
3021,Name a movie directed by this director?,Mohsen Makhmalbaf,this director,./A photo of Mohsen Makhmalbaf
3022,Name a movie directed by this director?,Mark A.Z. Dippé,this director,./A photo of Mark A.Z. Dippé
3023,Name a movie directed by this director?,Dome Karukoski,this director,./A photo of Dome Karukoski
3024,Name a movie directed by this director?,S. S. Wilson,this director,./A photo of S. S. Wilson
3025,Name a movie directed by this director?,Charles Lamont,this director,./A photo of Charles Lamont
3026,Name a movie directed by this director?,Herman Shumlin,this director,./A photo of Herman Shumlin
3027,Name a movie directed by this director?,John Madden,this director,./A photo of John Madden
3028,Name a movie directed by this director?,Craig Johnson,this director,./A photo of Craig Johnson
3029,Name a movie directed by this director?,Cary Woods,this director,./A photo of Cary Woods
3030,Name a movie directed by this director?,Joan Micklin Silver,this director,./A photo of Joan Micklin Silver
3031,Name a movie directed by this director?,Jonathan Mostow,this director,./A photo of Jonathan Mostow
3032,Name a movie directed by this director?,Christopher Kenneally,this director,./A photo of Christopher Kenneally
3033,Name a movie directed by this director?,Kari Skogland,this director,./A photo of Kari Skogland
3034,Name a movie directed by this director?,Rusty Mills,this director,./A photo of Rusty Mills
3035,Name a movie directed by this director?,Chris Koch,this director,./A photo of Chris Koch
3036,Name a movie directed by this director?,William Castle,this director,./A photo of William Castle
3037,Name a movie directed by this director?,Stefen Fangmeier,this director,./A photo of Stefen Fangmeier
3038,Name a movie directed by this director?,Cédric Klapisch,this director,./A photo of Cédric Klapisch
3039,Name a movie directed by this director?,Bahman Ghobadi,this director,./A photo of Bahman Ghobadi
3040,Name a movie directed by this director?,Sandy Tung,this director,./A photo of Sandy Tung
3041,Name a movie directed by this director?,Mark Griffiths,this director,./A photo of Mark Griffiths
3042,Name a movie directed by this director?,William A. Levey,this director,./A photo of William A. Levey
3043,Name a movie directed by this director?,Mel Smith,this director,./A photo of Mel Smith
3044,Name a movie directed by this director?,Robert Pulcini,this director,./A photo of Robert Pulcini
3045,Name a movie directed by this director?,Chang Cheh,this director,./A photo of Chang Cheh
3046,Name a movie directed by this director?,Ekachai Uekrongtham,this director,./A photo of Ekachai Uekrongtham
3047,Name a movie directed by this director?,Jiří Menzel,this director,./A photo of Jiří Menzel
3048,Name a movie directed by this director?,Gunther von Fritsch,this director,./A photo of Gunther von Fritsch
3049,Name a movie directed by this director?,Tom Palmer,this director,./A photo of Tom Palmer
3050,Name a movie directed by this director?,Masahiro Andō,this director,./A photo of Masahiro Andō
3051,Name a movie directed by this director?,David Hugh Jones,this director,./A photo of David Hugh Jones
3052,Name a movie directed by this director?,Phil Vischer,this director,./A photo of Phil Vischer
3053,Name a movie directed by this director?,Revas Chkheidze,this director,./A photo of Revas Chkheidze
3054,Name a movie directed by this director?,Luca Guadagnino,this director,./A photo of Luca Guadagnino
3055,Name a movie directed by this director?,Claude Sautet,this director,./A photo of Claude Sautet
3056,Name a movie directed by this director?,Ray Kellogg,this director,./A photo of Ray Kellogg
3057,Name a movie directed by this director?,Victor Saville,this director,./A photo of Victor Saville
3058,Name a movie directed by this director?,Alma Har'el,this director,./A photo of Alma Har'el
3059,Name a movie directed by this director?,Dan Bradley,this director,./A photo of Dan Bradley
